Folder,Id,Field,Well,CoringTop,CoringDown,CoringTopBind,CoringDownBind,CoreRecovery,PhotoTop,PhotoDown,PhotoType,LayerTop,LayerDown,Rock,Carbonate,Ruin,Saturation
Unload1,1000011,Field6,Well11,1957.1,1963.1,1958.3,1964.3,5.93,3.54,4.0,УФ,3.54,5.85,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000012,Field6,Well11,1957.1,1963.1,1958.3,1964.3,5.93,4.0,5.0,ДС,3.54,5.85,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000013,Field6,Well11,1957.1,1963.1,1958.3,1964.3,5.93,4.0,5.0,УФ,3.54,5.85,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000014,Field6,Well11,1957.1,1963.1,1958.3,1964.3,5.93,5.0,5.85,ДС,3.54,5.85,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000015,Field6,Well11,1957.1,1963.1,1958.3,1964.3,5.93,5.0,5.85,УФ,3.54,5.85,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000016,Field6,Well11,1957.1,1963.1,1958.3,1964.3,5.93,5.85,5.93,ДС,5.85,5.93,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000017,Field6,Well11,1957.1,1963.1,1958.3,1964.3,5.93,5.85,5.93,УФ,5.85,5.93,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000018,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,0.0,1.0,ДС,0.0,1.26,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000019,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,0.0,1.0,УФ,0.0,1.26,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000020,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,1.0,1.26,ДС,0.0,1.26,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000021,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,1.0,1.26,УФ,0.0,1.26,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000022,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,1.26,1.83,ДС,1.26,1.83,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000023,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,1.26,1.83,УФ,1.26,1.83,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000024,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,1.83,2.0,ДС,1.83,2.13,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000025,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,1.83,2.0,УФ,1.83,2.13,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000026,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,2.0,2.13,ДС,1.83,2.13,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000027,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,2.0,2.13,УФ,1.83,2.13,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000028,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,2.13,2.4,ДС,2.13,2.4,алевролит,не карбонатный,не разрушен,не опред.
Unload1,1000029,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,2.13,2.4,УФ,2.13,2.4,алевролит,не карбонатный,не разрушен,не опред.
Unload1,1000030,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,2.4,2.73,ДС,2.4,2.73,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000031,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,2.4,2.73,УФ,2.4,2.73,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000032,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,2.73,3.0,ДС,2.73,3.35,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000033,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,2.73,3.0,УФ,2.73,3.35,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000034,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,3.0,3.35,ДС,2.73,3.35,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000035,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,3.0,3.35,УФ,2.73,3.35,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000036,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,3.35,4.0,ДС,3.35,4.65,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000037,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,3.35,4.0,УФ,3.35,4.65,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000038,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,4.0,4.65,ДС,3.35,4.65,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000039,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,4.0,4.65,УФ,3.35,4.65,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000040,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,4.65,5.0,ДС,4.65,5.15,алевролит,не карбонатный,не разрушен,не опред.
Unload1,1000041,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,4.65,5.0,УФ,4.65,5.15,алевролит,не карбонатный,не разрушен,не опред.
Unload1,1000042,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,5.0,5.15,ДС,4.65,5.15,алевролит,не карбонатный,не разрушен,не опред.
Unload1,1000043,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,5.0,5.15,УФ,4.65,5.15,алевролит,не карбонатный,не разрушен,не опред.
Unload1,1000044,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,5.15,5.29,ДС,5.15,5.29,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000045,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,5.15,5.29,УФ,5.15,5.29,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000046,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,5.29,5.6,ДС,5.29,5.6,алевролит,не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000047,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,5.29,5.6,УФ,5.29,5.6,алевролит,не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000048,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,5.6,5.75,ДС,5.6,5.75,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000049,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,5.6,5.75,УФ,5.6,5.75,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000050,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,5.75,6.0,ДС,5.75,7.08,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000051,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,5.75,6.0,УФ,5.75,7.08,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000052,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,6.0,7.0,ДС,5.75,7.08,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000053,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,6.0,7.0,УФ,5.75,7.08,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000054,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,7.0,7.08,ДС,5.75,7.08,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000055,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,7.0,7.08,УФ,5.75,7.08,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000056,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,7.08,8.0,ДС,7.08,8.77,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000057,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,7.08,8.0,УФ,7.08,8.77,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000058,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,8.0,8.77,ДС,7.08,8.77,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000059,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,8.0,8.77,УФ,7.08,8.77,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000060,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,8.77,9.0,ДС,8.77,9.88,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000061,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,8.77,9.0,УФ,8.77,9.88,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000062,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,9.0,9.88,ДС,8.77,9.88,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000063,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,9.0,9.88,УФ,8.77,9.88,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000064,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,9.88,10.0,ДС,9.88,10.28,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000065,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,9.88,10.0,УФ,9.88,10.28,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000066,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,10.0,10.28,ДС,9.88,10.28,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000067,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,10.0,10.28,УФ,9.88,10.28,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000068,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,10.28,11.0,ДС,10.28,11.56,песчаник,сильнокарбонатный,не разрушен,не опред.
Unload1,1000069,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,10.28,11.0,УФ,10.28,11.56,песчаник,сильнокарбонатный,не разрушен,не опред.
Unload1,1000070,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,11.0,11.56,ДС,10.28,11.56,песчаник,сильнокарбонатный,не разрушен,не опред.
Unload1,1000071,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,11.0,11.56,УФ,10.28,11.56,песчаник,сильнокарбонатный,не разрушен,не опред.
Unload1,1000072,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,11.56,12.0,ДС,11.56,13.68,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000073,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,11.56,12.0,УФ,11.56,13.68,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000074,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,12.0,13.0,ДС,11.56,13.68,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000075,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,12.0,13.0,УФ,11.56,13.68,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000076,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,13.0,13.68,ДС,11.56,13.68,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000077,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,13.0,13.68,УФ,11.56,13.68,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000078,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,13.68,14.0,ДС,13.68,14.44,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000079,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,13.68,14.0,УФ,13.68,14.44,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000080,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,14.0,14.44,ДС,13.68,14.44,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000081,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,14.0,14.44,УФ,13.68,14.44,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000082,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,14.44,15.0,ДС,14.44,15.0,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000083,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,14.44,15.0,УФ,14.44,15.0,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000084,Field6,Well11,1978.1,1981.24,1979.3,1982.44,2.88,0.0,0.31,ДС,0.0,0.31,песчаник,слабокарбонатный,не разрушен,не опред.
Unload1,1000085,Field6,Well11,1978.1,1981.24,1979.3,1982.44,2.88,0.0,0.31,УФ,0.0,0.31,песчаник,слабокарбонатный,не разрушен,не опред.
Unload1,1000086,Field6,Well11,1978.1,1981.24,1979.3,1982.44,2.88,0.31,1.0,ДС,0.31,1.06,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000087,Field6,Well11,1978.1,1981.24,1979.3,1982.44,2.88,0.31,1.0,УФ,0.31,1.06,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000088,Field6,Well11,1978.1,1981.24,1979.3,1982.44,2.88,1.0,1.06,ДС,0.31,1.06,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000089,Field6,Well11,1978.1,1981.24,1979.3,1982.44,2.88,1.0,1.06,УФ,0.31,1.06,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные
Unload1,1000090,Field6,Well11,1978.1,1981.24,1979.3,1982.44,2.88,1.06,2.0,ДС,1.06,2.88,алевролит,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000091,Field6,Well11,1978.1,1981.24,1979.3,1982.44,2.88,1.06,2.0,УФ,1.06,2.88,алевролит,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000092,Field6,Well11,1978.1,1981.24,1979.3,1982.44,2.88,2.0,2.88,ДС,1.06,2.88,алевролит,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000093,Field6,Well11,1978.1,1981.24,1979.3,1982.44,2.88,2.0,2.88,УФ,1.06,2.88,алевролит,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000094,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,0.0,1.0,ДС,0.0,1.33,алевролит,с карбонатными обломками или конкрециями,не разрушен,не опред.
Unload1,1000095,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,0.0,1.0,УФ,0.0,1.33,алевролит,с карбонатными обломками или конкрециями,не разрушен,не опред.
Unload1,1000096,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,1.0,1.33,ДС,0.0,1.33,алевролит,с карбонатными обломками или конкрециями,не разрушен,не опред.
Unload1,1000097,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,1.0,1.33,УФ,0.0,1.33,алевролит,с карбонатными обломками или конкрециями,не разрушен,не опред.
Unload1,1000098,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,1.33,1.55,ДС,1.33,1.55,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000099,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,1.33,1.55,УФ,1.33,1.55,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000100,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,1.55,2.0,ДС,1.55,2.18,алевролит,не карбонатный,не разрушен,не опред.
Unload1,1000101,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,1.55,2.0,УФ,1.55,2.18,алевролит,не карбонатный,не разрушен,не опред.
Unload1,1000102,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,2.0,2.18,ДС,1.55,2.18,алевролит,не карбонатный,не разрушен,не опред.
Unload1,1000103,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,2.0,2.18,УФ,1.55,2.18,алевролит,не карбонатный,не разрушен,не опред.
Unload1,1000104,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,2.18,3.0,ДС,2.18,7.07,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000105,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,2.18,3.0,УФ,2.18,7.07,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000106,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,3.0,4.0,ДС,2.18,7.07,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000107,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,3.0,4.0,УФ,2.18,7.07,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000108,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,4.0,5.0,ДС,2.18,7.07,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000109,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,4.0,5.0,УФ,2.18,7.07,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000110,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,5.0,6.0,ДС,2.18,7.07,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000111,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,5.0,6.0,УФ,2.18,7.07,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000112,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,6.0,7.0,ДС,2.18,7.07,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000113,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,6.0,7.0,УФ,2.18,7.07,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000114,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,7.0,7.07,ДС,2.18,7.07,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000115,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,7.0,7.07,УФ,2.18,7.07,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные
Unload1,1000116,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,7.07,8.0,ДС,7.07,15.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000117,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,7.07,8.0,УФ,7.07,15.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000118,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,8.0,9.0,ДС,7.07,15.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000119,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,8.0,9.0,УФ,7.07,15.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000120,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,9.0,10.0,ДС,7.07,15.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000121,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,9.0,10.0,УФ,7.07,15.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000122,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,10.0,11.0,ДС,7.07,15.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000123,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,10.0,11.0,УФ,7.07,15.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000124,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,11.0,12.0,ДС,7.07,15.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000125,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,11.0,12.0,УФ,7.07,15.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000126,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,12.0,13.0,ДС,7.07,15.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000127,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,12.0,13.0,УФ,7.07,15.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000128,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,13.0,14.0,ДС,7.07,15.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000129,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,13.0,14.0,УФ,7.07,15.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000130,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,14.0,15.0,ДС,7.07,15.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000131,Field6,Well11,1981.24,1996.26,1982.44,1997.46,15.0,14.0,15.0,УФ,7.07,15.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000132,Field6,Well11,1996.26,2002.26,1997.46,2003.46,6.0,0.0,0.76,ДС,0.0,0.76,песчаник,среднекарбонатный,не разрушен,не опред.
Unload1,1000133,Field6,Well11,1996.26,2002.26,1997.46,2003.46,6.0,0.0,0.76,УФ,0.0,0.76,песчаник,среднекарбонатный,не разрушен,не опред.
Unload1,1000134,Field6,Well11,1996.26,2002.26,1997.46,2003.46,6.0,0.76,1.0,ДС,0.76,2.5,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.
Unload1,1000135,Field6,Well11,1996.26,2002.26,1997.46,2003.46,6.0,0.76,1.0,УФ,0.76,2.5,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.
Unload1,1000136,Field6,Well11,1996.26,2002.26,1997.46,2003.46,6.0,1.0,2.0,ДС,0.76,2.5,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.
Unload1,1000137,Field6,Well11,1996.26,2002.26,1997.46,2003.46,6.0,1.0,2.0,УФ,0.76,2.5,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.
Unload1,1000138,Field6,Well11,1996.26,2002.26,1997.46,2003.46,6.0,2.0,2.5,ДС,0.76,2.5,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.
Unload1,1000139,Field6,Well11,1996.26,2002.26,1997.46,2003.46,6.0,2.0,2.5,УФ,0.76,2.5,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.
Unload1,1000140,Field6,Well11,1996.26,2002.26,1997.46,2003.46,6.0,2.5,3.0,ДС,2.5,4.96,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000141,Field6,Well11,1996.26,2002.26,1997.46,2003.46,6.0,2.5,3.0,УФ,2.5,4.96,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
Unload1,1000142,Field6,Well11,1996.26,2002.26,1997.46,2003.46,6.0,3.0,4.0,ДС,2.5,4.96,песчаник,с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные
